id,employee_id,review_cycle,rating,score,strengths,improvement_areas,manager_comments,reviewer_name,review_date,is_final
491,193,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sandeep Ghosh,2025-12-12T05:04:38.193286,True
492,194,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dev Mehta,2025-01-17T05:04:38.193297,True
493,194,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dev Reddy,2025-12-14T05:04:38.193306,True
494,194,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rajesh Nair,2026-04-16T05:04:38.193315,True
495,195,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ramesh Mitra,2025-02-19T05:04:38.193329,True
496,195,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hari Kumar,2025-02-01T05:04:38.193339,True
497,196,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Tripathi,2024-12-06T05:04:38.193350,True
498,196,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Tripathi,2026-01-20T05:04:38.193359,True
499,197,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vikram Mehta,2025-01-09T05:04:38.193370,True
500,197,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jay Bose,2026-03-09T05:04:38.193379,True
501,198,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pooja Roy,2025-07-08T05:04:38.193390,True
502,198,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pooja Chatterjee,2026-03-02T05:04:38.193401,True
503,198,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Manish Pandey,2024-10-31T05:04:38.193410,True
504,199,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sandeep Patel,2025-04-04T05:04:38.193421,True
505,199,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Tripathi,2025-07-23T05:04:38.193432,True
506,200,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Suresh Rao,2024-09-26T05:04:38.193443,True
507,200,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Meera Pandey,2025-10-27T05:04:38.193453,True
508,201,FY2024-25,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vikram Joshi,2025-01-12T05:04:38.193466,True
509,201,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rohan Nair,2025-06-04T05:04:38.193476,True
510,202,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dinesh Tripathi,2026-06-27T05:04:38.193487,True
511,202,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aditya Bose,2026-02-26T05:04:38.193496,True
512,203,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Joshi,2025-01-03T05:04:38.193507,True
513,203,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ramesh Joshi,2026-02-27T05:04:38.193516,True
514,204,FY2024-25,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Mitra,2026-02-11T05:04:38.193527,True
515,204,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aditya Yadav,2025-08-23T05:04:38.193537,True
516,204,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hemant Sinha,2026-05-01T05:04:38.193546,True
517,205,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sandeep Das,2025-04-03T05:04:38.193557,True
518,205,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Arjun Verma,2025-02-21T05:04:38.193566,True
519,206,FY2024-25,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jyoti Mukherjee,2025-09-12T05:04:38.193577,True
520,206,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Choudhury,2024-08-15T05:04:38.193586,True
521,207,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dinesh Banerjee,2026-02-25T05:04:38.193597,True
522,207,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rohan Patel,2024-08-27T05:04:38.193607,True
523,207,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Meera Prasad,2025-12-17T05:04:38.193616,True
524,208,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ananya Choudhury,2026-03-19T05:04:38.193627,True
525,208,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Joshi,2025-06-30T05:04:38.193637,True
526,208,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pranav Gupta,2026-04-27T05:04:38.193646,True
527,209,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Chatterjee,2025-07-31T05:04:38.193659,True
528,209,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Singh,2025-08-22T05:04:38.193668,True
529,210,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rohan Pandey,2024-10-20T05:04:38.193679,True
530,210,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Nikhil Reddy,2025-02-17T05:04:38.193688,True
531,211,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jagdish Dubey,2025-01-21T05:04:38.193700,True
532,211,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Mitra,2025-11-30T05:04:38.193709,True
533,212,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Meera Roy,2026-06-22T05:04:38.193720,True
534,212,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vijay Ghosh,2025-08-02T05:04:38.193729,True
535,212,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jay Singh,2025-02-12T05:04:38.193739,True
536,213,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rahul Choudhury,2025-01-25T05:04:38.193750,True
537,213,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Amit Reddy,2026-01-28T05:04:38.193759,True
538,214,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Suresh Ghosh,2025-09-27T05:04:38.193770,True
539,214,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kiran Reddy,2026-04-21T05:04:38.193780,True
540,215,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rajesh Dutta,2025-08-14T05:04:38.193790,True
541,215,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Madhav Dutta,2026-01-22T05:04:38.193799,True
542,216,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jay Tripathi,2026-06-09T05:04:38.193810,True
543,216,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Nikhil Singh,2026-01-30T05:04:38.193819,True
544,217,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sandeep Dubey,2024-11-26T05:04:38.193830,True
545,217,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Bhaskar Banerjee,2025-07-14T05:04:38.193841,True
546,218,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Alok Sharma,2025-07-16T05:04:38.193851,True
547,218,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Mishra,2026-01-21T05:04:38.193860,True
548,218,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Manish Nair,2025-04-30T05:04:38.193869,True
549,219,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vikram Prasad,2025-10-22T05:04:38.193880,True
550,219,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Sen,2025-02-05T05:04:38.193890,True
551,219,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Banerjee,2026-02-06T05:04:38.193899,True
552,220,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ritu Singh,2025-03-27T05:04:38.193909,True
553,220,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hari Prasad,2024-12-21T05:04:38.193918,True
554,221,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Narendra Reddy,2026-06-12T05:04:38.193929,True
555,221,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Yadav,2024-11-03T05:04:38.193939,True
556,222,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Bhaskar Bose,2026-04-16T05:04:38.193951,True
557,222,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dev Roy,2026-01-10T05:04:38.193960,True
558,223,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Mehta,2025-09-18T05:04:38.193971,True
559,223,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pooja Choudhury,2025-06-09T05:04:38.193981,True
560,223,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Tripathi,2025-10-31T05:04:38.193992,True
561,224,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Meera Ghosh,2025-02-02T05:04:38.194003,True
562,224,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dev Roy,2026-02-03T05:04:38.194012,True
563,224,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hemant Pandey,2025-04-01T05:04:38.194021,True
564,225,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ritu Mishra,2025-01-26T05:04:38.194032,True
565,225,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dev Rao,2026-01-03T05:04:38.194043,True
566,226,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Narendra Mitra,2025-11-15T05:04:38.194054,True
567,226,FY2024-25,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ganesh Singh,2025-05-25T05:04:38.194063,True
568,226,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hari Dutta,2025-01-24T05:04:38.194072,True
569,227,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dinesh Banerjee,2025-05-08T05:04:38.194083,True
570,227,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Meera Roy,2026-05-11T05:04:38.194092,True
571,227,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Alok Tripathi,2025-07-09T05:04:38.194101,True
572,228,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Alok Kumar,2025-01-15T05:04:38.194112,True
573,228,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Abhishek Verma,2025-06-30T05:04:38.194121,True
574,229,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Gupta,2025-10-01T05:04:38.194132,True
575,229,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Rao,2025-12-26T05:04:38.194143,True
576,229,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ritu Rao,2025-04-03T05:04:38.194152,True
577,230,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Tanvi Sharma,2024-09-19T05:04:38.194163,True
578,230,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jyoti Prasad,2025-04-05T05:04:38.194172,True
579,230,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Suresh Pandey,2026-01-22T05:04:38.194181,True
580,231,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ashok Mukherjee,2025-01-03T05:04:38.194192,True
581,231,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Choudhury,2025-01-20T05:04:38.194201,True
582,232,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pranav Rao,2024-11-16T05:04:38.194212,True
583,232,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aniket Singh,2024-08-30T05:04:38.194222,True
584,233,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pranav Mishra,2025-04-19T05:04:38.194233,True
585,233,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rahul Mehta,2025-05-22T05:04:38.194244,True
586,233,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ananya Singh,2025-05-16T05:04:38.194253,True
587,234,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rajesh Sinha,2025-10-27T05:04:38.194264,True
588,234,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sanjay Kumar,2025-09-04T05:04:38.194273,True
589,235,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Mehta,2025-08-10T05:04:38.194284,True
590,235,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Alok Mukherjee,2025-11-29T05:04:38.194292,True
591,236,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sita Ghosh,2026-05-04T05:04:38.194304,True
592,236,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Mehta,2025-03-16T05:04:38.194313,True
593,237,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Nikhil Prasad,2025-07-09T05:04:38.194325,True
594,237,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ananya Patel,2025-01-26T05:04:38.194335,True
595,238,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pooja Mehta,2025-12-06T05:04:38.194347,True
596,238,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Gopal Verma,2025-09-09T05:04:38.194356,True
597,238,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jagdish Mitra,2026-01-08T05:04:38.194365,True
598,239,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aarav Dutta,2024-10-06T05:04:38.194376,True
599,239,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sita Nair,2025-08-18T05:04:38.194385,True
600,240,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Yash Patel,2025-12-16T05:04:38.194396,True
601,240,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aniket Pandey,2025-01-13T05:04:38.194405,True
602,240,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ananya Dubey,2025-08-15T05:04:38.194414,True
603,241,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Suresh Kumar,2024-10-23T05:04:38.194425,True
604,241,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Suresh Tripathi,2026-03-24T05:04:38.194434,True
605,242,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pranav Mehta,2025-05-17T05:04:38.194447,True
606,242,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Kumar,2026-07-04T05:04:38.194456,True
607,242,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dinesh Choudhury,2024-12-04T05:04:38.194465,True
608,243,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Amit Dubey,2025-10-07T05:04:38.194476,True
609,243,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jagdish Nair,2025-03-28T05:04:38.194485,True
610,244,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Gopal Banerjee,2025-12-30T05:04:38.194496,True
611,244,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aniket Joshi,2026-06-06T05:04:38.194506,True
612,245,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aarav Prasad,2025-10-14T05:04:38.194517,True
613,245,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pranav Gupta,2025-05-23T05:04:38.194527,True
614,246,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aarav Choudhury,2024-09-04T05:04:38.194538,True
615,246,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Abhishek Pandey,2025-08-16T05:04:38.194548,True
616,247,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aditya Dubey,2025-12-24T05:04:38.194560,True
617,247,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vijay Mehta,2026-01-08T05:04:38.194569,True
618,247,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pooja Pandey,2025-12-28T05:04:38.194578,True
619,248,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ritu Sinha,2026-07-07T05:04:38.194589,True
620,248,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Madhav Mishra,2024-08-18T05:04:38.194598,True
621,248,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Amit Gupta,2025-04-23T05:04:38.194607,True
622,249,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Yash Tripathi,2024-11-12T05:04:38.194619,True
623,249,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pranav Dubey,2024-08-25T05:04:38.194628,True
624,249,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rajesh Banerjee,2025-11-23T05:04:38.194637,True
625,250,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rohan Sharma,2025-03-12T05:04:38.194651,True
626,250,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Alok Sinha,2026-05-10T05:04:38.194660,True
627,251,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aarav Singh,2025-04-05T05:04:38.194672,True
628,251,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Tanvi Dubey,2025-02-12T05:04:38.194681,True
629,251,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Arjun Prasad,2025-08-05T05:04:38.194692,True
630,252,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Nair,2025-04-30T05:04:38.194704,True
631,252,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Madhav Mehta,2026-07-07T05:04:38.194713,True
