id,employee_id,course_id,status,score,completion_date,expiry_date,hours_completed,certificate_issued,notes
1497,248,90,Expired,78.8,2025-07-26T05:04:38.157021,2025-07-16T05:04:38.157021,0.0,False,
1498,248,9,In Progress,,,,0.9,False,
1499,249,16,Expired,73.0,2026-05-03T05:04:38.157035,2026-04-23T05:04:38.157035,0.0,False,
1500,249,66,Completed,98.3,2025-04-22T05:04:38.157045,2026-04-22T05:04:38.157045,40,True,
1501,249,96,Completed,95.5,2025-06-26T05:04:38.157054,2026-06-26T05:04:38.157054,4,True,
1502,249,47,Expired,97.4,2026-01-26T05:04:38.157064,2026-01-16T05:04:38.157064,0.0,False,
1503,250,8,Completed,96.2,2025-06-20T05:04:38.157078,2026-06-20T05:04:38.157078,8,True,
1504,250,43,Expired,70.2,2025-11-16T05:04:38.157087,2025-11-06T05:04:38.157087,0.0,False,
1505,250,36,Completed,74.9,2026-07-25T05:04:38.157096,2027-07-25T05:04:38.157096,8,True,
1506,250,21,Not Started,,,,0.0,False,
1507,250,41,In Progress,,,,23.6,False,
1508,250,85,Not Started,,,,0.0,False,
1509,250,20,Not Started,,,,0.0,False,
1510,250,23,Not Started,,,,0.0,False,
1511,251,88,In Progress,,,,12.9,False,
1512,251,61,Completed,98.1,2025-11-11T05:04:38.157119,2026-11-11T05:04:38.157119,4,True,
1513,251,55,Expired,73.0,2026-07-04T05:04:38.157129,2026-06-24T05:04:38.157129,0.0,False,
1514,251,71,Not Started,,,,0.0,False,
1515,252,1,In Progress,,,,1.5,False,
1516,252,94,In Progress,,,,3.8,False,
1517,252,41,Completed,75.9,2026-02-08T05:04:38.157149,2027-02-08T05:04:38.157149,40,True,
1518,252,15,Completed,95.2,2026-02-08T05:04:38.157158,2027-02-08T05:04:38.157158,40,True,
1519,252,78,Expired,83.8,2025-11-12T05:04:38.157168,2025-11-02T05:04:38.157168,0.0,False,
1520,252,56,Not Started,,,,0.0,False,
1521,253,30,Completed,80.7,2026-04-09T05:04:38.157182,2027-04-09T05:04:38.157182,4,True,
1522,253,20,Expired,82.9,2025-04-14T05:04:38.157192,2025-04-04T05:04:38.157192,0.0,False,
1523,253,46,Not Started,,,,0.0,False,
1524,253,40,In Progress,,,,6.7,False,
1525,253,64,Completed,85.9,2026-07-29T05:04:38.157204,2027-07-29T05:04:38.157204,8,True,
1526,254,34,Expired,72.2,2025-09-23T05:04:38.157218,2025-09-13T05:04:38.157218,0.0,False,
1527,254,58,Expired,79.9,2026-05-15T05:04:38.157227,2026-05-05T05:04:38.157227,0.0,False,
1528,254,19,Completed,77.0,2026-03-21T05:04:38.157237,2027-03-21T05:04:38.157237,8,True,
1529,254,77,In Progress,,,,0.7,False,
1530,254,32,Completed,86.6,2025-06-26T05:04:38.157248,2026-06-26T05:04:38.157248,40,True,
1531,254,31,Not Started,,,,0.0,False,
1532,254,8,Expired,83.9,2026-05-24T05:04:38.157260,2026-05-14T05:04:38.157260,0.0,False,
1533,254,37,In Progress,,,,10.0,False,
1534,255,53,Not Started,,,,0.0,False,
1535,255,27,Expired,90.3,2025-08-11T05:04:38.157277,2025-08-01T05:04:38.157277,0.0,False,
1536,255,6,Expired,75.3,2025-12-07T05:04:38.157287,2025-11-27T05:04:38.157287,0.0,False,
1537,255,14,Completed,86.6,2025-07-25T05:04:38.157297,2026-07-25T05:04:38.157297,40,True,
1538,255,49,Expired,74.7,2025-06-27T05:04:38.157306,2025-06-17T05:04:38.157306,0.0,False,
1539,255,56,Completed,80.7,2025-04-01T05:04:38.157316,2026-04-01T05:04:38.157316,40,True,
1540,255,38,Completed,95.9,2026-02-21T05:04:38.157325,2027-02-21T05:04:38.157325,24,True,
1541,255,70,Completed,68.7,2025-08-08T05:04:38.157334,2026-08-08T05:04:38.157334,16,True,
1542,256,82,Not Started,,,,0.0,False,
1543,256,37,Completed,79.3,2026-05-25T05:04:38.157349,2027-05-25T05:04:38.157349,16,True,
1544,256,91,Completed,98.6,2025-10-28T05:04:38.157358,2026-10-28T05:04:38.157358,8,True,
1545,256,30,Completed,85.1,2025-07-17T05:04:38.157368,2026-07-17T05:04:38.157368,4,True,
1546,256,72,Completed,99.1,2025-11-14T05:04:38.157379,2026-11-14T05:04:38.157379,4,True,
1547,256,51,Expired,65.9,2025-12-02T05:04:38.157388,2025-11-22T05:04:38.157388,0.0,False,
1548,257,93,Not Started,,,,0.0,False,
1549,257,74,Not Started,,,,0.0,False,
1550,257,3,Completed,99.9,2025-08-15T05:04:38.157407,2026-08-15T05:04:38.157407,40,True,
1551,257,66,Completed,95.3,2025-09-04T05:04:38.157417,2026-09-04T05:04:38.157417,40,True,
1552,257,86,Completed,67.8,2025-03-29T05:04:38.157426,2026-03-29T05:04:38.157426,8,True,
1553,258,33,Not Started,,,,0.0,False,
1554,258,14,Completed,93.5,2025-08-31T05:04:38.157443,2026-08-31T05:04:38.157443,40,True,
1555,258,87,Not Started,,,,0.0,False,
1556,258,23,Expired,90.8,2026-06-25T05:04:38.157454,2026-06-15T05:04:38.157454,0.0,False,
1557,258,67,Expired,74.7,2026-07-05T05:04:38.157464,2026-06-25T05:04:38.157464,0.0,False,
1558,258,2,Completed,91.7,2026-04-02T05:04:38.157473,2027-04-02T05:04:38.157473,24,True,
1559,258,96,Completed,86.2,2025-08-03T05:04:38.157483,2026-08-03T05:04:38.157483,4,True,
1560,258,39,Completed,83.6,2026-06-20T05:04:38.157493,2027-06-20T05:04:38.157493,16,True,
1561,259,34,Not Started,,,,0.0,False,
1562,259,95,In Progress,,,,4.8,False,
1563,259,51,Not Started,,,,0.0,False,
1564,259,53,Not Started,,,,0.0,False,
1565,259,32,Expired,81.2,2026-07-24T05:04:38.157511,2026-07-14T05:04:38.157511,0.0,False,
1566,259,27,Expired,91.8,2025-05-07T05:04:38.157521,2025-04-27T05:04:38.157521,0.0,False,
1567,260,9,Completed,79.1,2025-04-26T05:04:38.157535,2026-04-26T05:04:38.157535,4,True,
1568,260,13,Completed,88.9,2025-12-23T05:04:38.157545,2026-12-23T05:04:38.157545,40,True,
1569,260,27,In Progress,,,,1.0,False,
1570,260,45,In Progress,,,,4.3,False,
1571,260,18,In Progress,,,,8.2,False,
1572,261,82,In Progress,,,,14.1,False,
1573,261,96,Not Started,,,,0.0,False,
1574,261,65,Completed,66.8,2025-12-19T05:04:38.157567,2026-12-19T05:04:38.157567,40,True,
1575,261,89,Expired,91.1,2026-02-25T05:04:38.157576,2026-02-15T05:04:38.157576,0.0,False,
1576,261,63,Completed,76.5,2025-08-01T05:04:38.157586,2026-08-01T05:04:38.157586,16,True,
1577,262,90,Completed,67.0,2026-04-02T05:04:38.157599,2027-04-02T05:04:38.157599,24,True,
1578,262,71,Expired,88.2,2026-02-25T05:04:38.157609,2026-02-15T05:04:38.157609,0.0,False,
1579,262,2,In Progress,,,,18.2,False,
1580,262,99,In Progress,,,,36.6,False,
1581,262,7,Completed,67.8,2025-06-29T05:04:38.157621,2026-06-29T05:04:38.157621,32,True,
1582,262,13,In Progress,,,,3.4,False,
1583,262,78,Expired,99.8,2025-08-11T05:04:38.157632,2025-08-01T05:04:38.157632,0.0,False,
1584,263,28,Completed,97.1,2025-09-11T05:04:38.157644,2026-09-11T05:04:38.157644,4,True,
1585,263,35,Expired,86.4,2026-02-13T05:04:38.157655,2026-02-03T05:04:38.157655,0.0,False,
1586,263,66,Expired,94.5,2026-04-07T05:04:38.157665,2026-03-28T05:04:38.157665,0.0,False,
1587,263,53,Expired,65.2,2025-12-04T05:04:38.157674,2025-11-24T05:04:38.157674,0.0,False,
1588,264,51,In Progress,,,,0.7,False,
1589,264,87,Expired,69.3,2025-08-13T05:04:38.157690,2025-08-03T05:04:38.157690,0.0,False,
1590,264,85,Not Started,,,,0.0,False,
1591,264,14,In Progress,,,,12.6,False,
1592,265,61,Not Started,,,,0.0,False,
1593,265,18,Expired,72.6,2025-08-09T05:04:38.157707,2025-07-30T05:04:38.157707,0.0,False,
1594,265,94,In Progress,,,,2.7,False,
1595,265,29,In Progress,,,,4.6,False,
1596,265,51,Expired,97.8,2026-02-10T05:04:38.157720,2026-01-31T05:04:38.157720,0.0,False,
1597,265,6,Expired,96.9,2026-04-27T05:04:38.157729,2026-04-17T05:04:38.157729,0.0,False,
1598,266,50,Completed,96.5,2025-09-26T05:04:38.157743,2026-09-26T05:04:38.157743,16,True,
1599,266,21,Not Started,,,,0.0,False,
1600,266,80,Completed,93.5,2025-06-09T05:04:38.157755,2026-06-09T05:04:38.157755,24,True,
1601,266,36,In Progress,,,,3.8,False,
1602,266,1,Expired,91.3,2026-07-03T05:04:38.157766,2026-06-23T05:04:38.157766,0.0,False,
1603,266,72,Completed,84.8,2025-12-18T05:04:38.157775,2026-12-18T05:04:38.157775,4,True,
1604,267,17,In Progress,,,,21.2,False,
1605,267,91,In Progress,,,,2.6,False,
1606,267,35,In Progress,,,,15.7,False,
1607,267,83,Not Started,,,,0.0,False,
1608,267,90,Expired,80.1,2025-10-30T05:04:38.157795,2025-10-20T05:04:38.157795,0.0,False,
1609,268,39,Completed,92.7,2025-07-12T05:04:38.157811,2026-07-12T05:04:38.157811,16,True,
1610,268,5,Completed,72.6,2025-05-28T05:04:38.157821,2026-05-28T05:04:38.157821,8,True,
1611,268,81,Completed,85.1,2026-04-01T05:04:38.157831,2027-04-01T05:04:38.157831,8,True,
1612,268,16,Expired,82.6,2025-06-18T05:04:38.157840,2025-06-08T05:04:38.157840,0.0,False,
1613,268,65,Completed,97.0,2025-12-20T05:04:38.157850,2026-12-20T05:04:38.157850,40,True,
1614,269,95,Not Started,,,,0.0,False,
1615,269,13,Expired,82.4,2026-04-08T05:04:38.157865,2026-03-29T05:04:38.157865,0.0,False,
1616,269,26,Completed,95.9,2026-05-07T05:04:38.157874,2027-05-07T05:04:38.157874,4,True,
1617,269,89,Expired,67.8,2025-10-03T05:04:38.157884,2025-09-23T05:04:38.157884,0.0,False,
1618,269,16,Expired,72.8,2026-07-21T05:04:38.157893,2026-07-11T05:04:38.157893,0.0,False,
1619,269,27,Expired,89.6,2025-04-28T05:04:38.157903,2025-04-18T05:04:38.157903,0.0,False,
1620,269,60,Completed,81.4,2025-10-31T05:04:38.157913,2026-10-31T05:04:38.157913,40,True,
1621,270,39,In Progress,,,,9.3,False,
1622,270,96,Not Started,,,,0.0,False,
1623,270,86,Expired,98.0,2025-04-25T05:04:38.157928,2025-04-15T05:04:38.157928,0.0,False,
1624,270,26,In Progress,,,,0.5,False,
1625,271,57,In Progress,,,,11.7,False,
1626,271,87,Expired,96.2,2025-12-17T05:04:38.157943,2025-12-07T05:04:38.157943,0.0,False,
1627,271,5,In Progress,,,,2.0,False,
1628,271,15,Completed,95.7,2025-07-13T05:04:38.157956,2026-07-13T05:04:38.157956,40,True,
1629,272,87,Expired,88.5,2026-02-25T05:04:38.157969,2026-02-15T05:04:38.157969,0.0,False,
1630,272,69,Not Started,,,,0.0,False,
1631,272,53,Expired,72.8,2025-05-15T05:04:38.157979,2025-05-05T05:04:38.157979,0.0,False,
1632,272,71,Expired,98.4,2026-06-05T05:04:38.157989,2026-05-26T05:04:38.157989,0.0,False,
1633,273,73,Expired,80.5,2025-05-17T05:04:38.158002,2025-05-07T05:04:38.158002,0.0,False,
1634,273,65,In Progress,,,,36.8,False,
1635,273,1,In Progress,,,,8.8,False,
1636,273,35,Not Started,,,,0.0,False,
1637,273,83,Expired,80.5,2025-07-28T05:04:38.158017,2025-07-18T05:04:38.158017,0.0,False,
1638,273,74,Expired,94.6,2025-06-09T05:04:38.158027,2025-05-30T05:04:38.158027,0.0,False,
1639,273,71,Not Started,,,,0.0,False,
1640,274,13,Completed,91.3,2026-04-27T05:04:38.158043,2027-04-27T05:04:38.158043,40,True,
1641,274,92,In Progress,,,,15.7,False,
1642,274,48,Expired,95.9,2025-07-30T05:04:38.158054,2025-07-20T05:04:38.158054,0.0,False,
1643,274,78,Completed,97.6,2025-05-12T05:04:38.158064,2026-05-12T05:04:38.158064,40,True,
1644,274,60,In Progress,,,,2.2,False,
1645,274,46,In Progress,,,,34.2,False,
1646,275,31,Expired,92.7,2026-06-11T05:04:38.158080,2026-06-01T05:04:38.158080,0.0,False,
1647,275,51,Not Started,,,,0.0,False,
1648,275,85,In Progress,,,,9.1,False,
1649,275,73,Not Started,,,,0.0,False,
1650,275,86,Completed,79.2,2025-11-01T05:04:38.158095,2026-11-01T05:04:38.158095,8,True,
1651,275,18,Completed,71.7,2025-09-01T05:04:38.158105,2026-09-01T05:04:38.158105,24,True,
1652,276,40,In Progress,,,,3.3,False,
1653,276,78,Completed,74.9,2026-02-18T05:04:38.158120,2027-02-18T05:04:38.158120,40,True,
1654,276,36,In Progress,,,,5.9,False,
1655,276,53,Expired,85.8,2025-07-04T05:04:38.158135,2025-06-24T05:04:38.158135,0.0,False,
1656,276,62,Expired,88.1,2025-09-16T05:04:38.158146,2025-09-06T05:04:38.158146,0.0,False,
1657,276,79,Expired,76.7,2025-06-04T05:04:38.158155,2025-05-25T05:04:38.158155,0.0,False,
1658,276,14,Completed,80.1,2025-09-25T05:04:38.158165,2026-09-25T05:04:38.158165,40,True,
1659,276,89,Not Started,,,,0.0,False,
1660,277,96,In Progress,,,,2.0,False,
1661,277,25,Not Started,,,,0.0,False,
1662,277,61,Expired,94.7,2026-03-24T05:04:38.158185,2026-03-14T05:04:38.158185,0.0,False,
1663,277,45,Completed,89.2,2026-04-05T05:04:38.158195,2027-04-05T05:04:38.158195,8,True,
1664,277,64,Not Started,,,,0.0,False,
1665,277,81,Completed,98.7,2026-04-22T05:04:38.158205,2027-04-22T05:04:38.158205,8,True,
1666,278,71,Not Started,,,,0.0,False,
1667,278,21,Not Started,,,,0.0,False,
1668,278,35,Expired,97.6,2026-04-09T05:04:38.158224,2026-03-30T05:04:38.158224,0.0,False,
1669,278,54,Expired,94.1,2026-03-02T05:04:38.158234,2026-02-20T05:04:38.158234,0.0,False,
1670,278,27,Expired,72.7,2026-07-14T05:04:38.158243,2026-07-04T05:04:38.158243,0.0,False,
1671,278,45,In Progress,,,,7.8,False,
1672,278,98,Completed,69.2,2026-01-30T05:04:38.158256,2027-01-30T05:04:38.158256,16,True,
1673,278,61,Expired,94.4,2025-11-30T05:04:38.158265,2025-11-20T05:04:38.158265,0.0,False,
1674,279,81,Completed,95.0,2025-07-05T05:04:38.158279,2026-07-05T05:04:38.158279,8,True,
1675,279,33,Expired,67.7,2025-11-19T05:04:38.158288,2025-11-09T05:04:38.158288,0.0,False,
1676,279,72,In Progress,,,,3.2,False,
1677,279,65,Completed,67.0,2025-10-05T05:04:38.158300,2026-10-05T05:04:38.158300,40,True,
1678,279,100,In Progress,,,,1.1,False,
1679,279,10,Completed,67.8,2026-07-24T05:04:38.158311,2027-07-24T05:04:38.158311,16,True,
1680,279,88,Expired,78.8,2026-06-08T05:04:38.158320,2026-05-29T05:04:38.158320,0.0,False,
1681,279,82,Completed,96.6,2026-02-19T05:04:38.158329,2027-02-19T05:04:38.158329,16,True,
1682,280,65,Completed,71.1,2026-01-01T05:04:38.158343,2027-01-01T05:04:38.158343,40,True,
1683,280,45,In Progress,,,,4.6,False,
1684,280,38,Expired,69.9,2025-04-30T05:04:38.158355,2025-04-20T05:04:38.158355,0.0,False,
1685,280,36,In Progress,,,,0.6,False,
1686,280,90,In Progress,,,,22.7,False,
1687,280,24,In Progress,,,,4.6,False,
1688,280,4,Completed,80.6,2026-01-12T05:04:38.158372,2027-01-12T05:04:38.158372,40,True,
1689,280,40,Expired,82.8,2025-05-10T05:04:38.158382,2025-04-30T05:04:38.158382,0.0,False,
1690,281,38,Completed,90.3,2025-04-21T05:04:38.158395,2026-04-21T05:04:38.158395,24,True,
1691,281,63,Completed,95.0,2026-06-28T05:04:38.158405,2027-06-28T05:04:38.158405,16,True,
1692,281,19,Completed,77.2,2026-01-21T05:04:38.158415,2027-01-21T05:04:38.158415,8,True,
1693,281,66,Not Started,,,,0.0,False,
1694,281,17,Completed,66.7,2025-09-03T05:04:38.158425,2026-09-03T05:04:38.158425,40,True,
1695,281,96,Expired,79.9,2025-09-17T05:04:38.158435,2025-09-07T05:04:38.158435,0.0,False,
1696,281,10,In Progress,,,,14.0,False,
1697,282,13,In Progress,,,,6.3,False,
1698,282,26,Completed,68.7,2025-08-11T05:04:38.158451,2026-08-11T05:04:38.158451,4,True,
1699,282,64,Not Started,,,,0.0,False,
1700,282,2,Not Started,,,,0.0,False,
1701,282,65,Completed,78.9,2025-05-09T05:04:38.158463,2026-05-09T05:04:38.158463,40,True,
1702,282,41,Expired,75.1,2025-11-12T05:04:38.158472,2025-11-02T05:04:38.158472,0.0,False,
1703,282,76,In Progress,,,,10.8,False,
1704,283,59,Completed,92.9,2025-08-06T05:04:38.158487,2026-08-06T05:04:38.158487,24,True,
1705,283,91,Not Started,,,,0.0,False,
1706,283,18,Not Started,,,,0.0,False,
1707,283,65,In Progress,,,,16.4,False,
1708,283,60,Expired,77.4,2025-04-21T05:04:38.158502,2025-04-11T05:04:38.158502,0.0,False,
1709,284,56,Completed,85.0,2026-07-29T05:04:38.158515,2027-07-29T05:04:38.158515,40,True,
1710,284,98,Completed,84.1,2025-10-05T05:04:38.158525,2026-10-05T05:04:38.158525,16,True,
1711,284,44,Expired,83.3,2025-07-22T05:04:38.158534,2025-07-12T05:04:38.158534,0.0,False,
1712,284,18,Not Started,,,,0.0,False,
1713,284,54,Expired,97.9,2026-06-15T05:04:38.158545,2026-06-05T05:04:38.158545,0.0,False,
1714,284,40,In Progress,,,,4.4,False,
1715,285,22,Not Started,,,,0.0,False,
1716,285,80,In Progress,,,,10.1,False,
1717,285,9,Not Started,,,,0.0,False,
1718,285,10,Expired,78.2,2026-04-30T05:04:38.158567,2026-04-20T05:04:38.158567,0.0,False,
1719,285,70,Expired,72.3,2025-12-26T05:04:38.158576,2025-12-16T05:04:38.158576,0.0,False,
1720,285,34,Not Started,,,,0.0,False,
1721,285,95,Completed,95.2,2025-12-06T05:04:38.158587,2026-12-06T05:04:38.158587,8,True,
1722,286,3,Not Started,,,,0.0,False,
1723,286,84,In Progress,,,,2.5,False,
1724,286,9,Not Started,,,,0.0,False,
1725,286,1,In Progress,,,,3.2,False,
1726,286,5,Expired,70.3,2025-04-24T05:04:38.158607,2025-04-14T05:04:38.158607,0.0,False,
1727,287,4,Expired,78.5,2026-01-12T05:04:38.158620,2026-01-02T05:04:38.158620,0.0,False,
1728,287,45,Completed,97.2,2025-07-02T05:04:38.158629,2026-07-02T05:04:38.158629,8,True,
1729,287,64,In Progress,,,,2.5,False,
1730,287,76,Expired,68.2,2025-08-07T05:04:38.158641,2025-07-28T05:04:38.158641,0.0,False,
1731,287,38,In Progress,,,,23.5,False,
1732,288,87,Completed,85.5,2025-12-16T05:04:38.158656,2026-12-16T05:04:38.158656,16,True,
1733,288,90,Completed,91.7,2025-05-10T05:04:38.158665,2026-05-10T05:04:38.158665,24,True,
1734,288,58,In Progress,,,,5.6,False,
1735,288,82,Expired,70.6,2026-04-12T05:04:38.158678,2026-04-02T05:04:38.158678,0.0,False,
1736,288,68,Not Started,,,,0.0,False,
1737,288,62,Not Started,,,,0.0,False,
1738,288,26,Expired,84.6,2025-04-10T05:04:38.158692,2025-03-31T05:04:38.158692,0.0,False,
1739,288,93,Completed,65.6,2025-12-08T05:04:38.158701,2026-12-08T05:04:38.158701,16,True,
1740,289,57,In Progress,,,,2.1,False,
1741,289,5,Expired,96.3,2025-05-15T05:04:38.158731,2025-05-05T05:04:38.158731,0.0,False,
1742,289,22,Completed,98.4,2025-11-11T05:04:38.158742,2026-11-11T05:04:38.158742,8,True,
1743,289,51,Expired,81.7,2026-04-29T05:04:38.158751,2026-04-19T05:04:38.158751,0.0,False,
1744,289,31,In Progress,,,,13.7,False,
1745,290,16,Completed,71.0,2025-05-20T05:04:38.158769,2026-05-20T05:04:38.158769,16,True,
1746,290,26,In Progress,,,,2.9,False,
1747,290,43,Completed,98.4,2025-11-24T05:04:38.158781,2026-11-24T05:04:38.158781,4,True,
1748,290,32,Completed,91.0,2025-06-02T05:04:38.158790,2026-06-02T05:04:38.158790,40,True,
1749,290,72,Not Started,,,,0.0,False,
1750,290,36,Not Started,,,,0.0,False,
1751,290,38,Completed,77.7,2025-05-23T05:04:38.158802,2026-05-23T05:04:38.158802,24,True,
1752,291,35,Expired,73.4,2026-01-07T05:04:38.158816,2025-12-28T05:04:38.158816,0.0,False,
1753,291,5,Not Started,,,,0.0,False,
1754,291,45,Expired,92.2,2025-10-08T05:04:38.158827,2025-09-28T05:04:38.158827,0.0,False,
1755,291,56,Not Started,,,,0.0,False,
1756,291,15,Not Started,,,,0.0,False,
1757,291,61,Expired,79.7,2025-09-06T05:04:38.158839,2025-08-27T05:04:38.158839,0.0,False,
1758,291,12,Not Started,,,,0.0,False,
1759,292,45,Completed,81.1,2026-03-02T05:04:38.158854,2027-03-02T05:04:38.158854,8,True,
1760,292,22,In Progress,,,,2.1,False,
1761,292,28,Expired,96.5,2025-10-16T05:04:38.158865,2025-10-06T05:04:38.158865,0.0,False,
1762,292,33,Completed,72.5,2025-06-15T05:04:38.158875,2026-06-15T05:04:38.158875,16,True,
1763,292,29,In Progress,,,,7.7,False,
1764,292,16,In Progress,,,,7.6,False,
1765,292,20,Expired,84.2,2026-06-01T05:04:38.158889,2026-05-22T05:04:38.158889,0.0,False,
1766,292,24,In Progress,,,,4.1,False,
1767,293,82,Expired,98.6,2026-05-17T05:04:38.158904,2026-05-07T05:04:38.158904,0.0,False,
1768,293,21,In Progress,,,,1.3,False,
1769,293,80,Expired,75.1,2026-02-12T05:04:38.158915,2026-02-02T05:04:38.158915,0.0,False,
1770,293,52,In Progress,,,,1.9,False,
1771,293,17,Not Started,,,,0.0,False,
1772,293,77,In Progress,,,,8.7,False,
1773,294,94,Completed,71.0,2025-10-21T05:04:38.158934,2026-10-21T05:04:38.158934,4,True,
1774,294,10,Expired,76.0,2026-03-20T05:04:38.158944,2026-03-10T05:04:38.158944,0.0,False,
1775,294,27,Expired,77.8,2025-07-04T05:04:38.158953,2025-06-24T05:04:38.158953,0.0,False,
1776,294,1,Expired,75.6,2026-03-13T05:04:38.158963,2026-03-03T05:04:38.158963,0.0,False,
1777,294,45,Completed,94.5,2025-10-09T05:04:38.158973,2026-10-09T05:04:38.158973,8,True,
1778,294,53,In Progress,,,,25.5,False,
1779,294,8,Not Started,,,,0.0,False,
1780,295,61,In Progress,,,,2.4,False,
1781,295,84,Not Started,,,,0.0,False,
1782,295,19,Not Started,,,,0.0,False,
1783,295,25,Not Started,,,,0.0,False,
1784,296,68,In Progress,,,,18.2,False,
1785,296,52,Not Started,,,,0.0,False,
1786,296,56,In Progress,,,,6.8,False,
1787,296,29,Expired,68.8,2025-04-15T05:04:38.159002,2025-04-05T05:04:38.159002,0.0,False,
1788,297,33,Not Started,,,,0.0,False,
1789,297,96,Expired,76.9,2025-06-14T05:04:38.159019,2025-06-04T05:04:38.159019,0.0,False,
1790,297,67,Expired,82.8,2025-06-17T05:04:38.159029,2025-06-07T05:04:38.159029,0.0,False,
1791,297,83,In Progress,,,,1.6,False,
1792,297,11,In Progress,,,,35.8,False,
1793,297,58,Not Started,,,,0.0,False,
1794,298,40,Completed,79.9,2026-07-06T05:04:38.159046,2027-07-06T05:04:38.159046,8,True,
1795,298,32,Completed,65.1,2025-05-21T05:04:38.159055,2026-05-21T05:04:38.159055,40,True,
1796,298,83,Completed,99.6,2026-04-16T05:04:38.159065,2027-04-16T05:04:38.159065,8,True,
1797,298,56,In Progress,,,,8.1,False,
1798,299,96,Completed,79.9,2026-07-20T05:04:38.159080,2027-07-20T05:04:38.159080,4,True,
1799,299,81,Expired,80.0,2026-03-19T05:04:38.159089,2026-03-09T05:04:38.159089,0.0,False,
1800,299,14,In Progress,,,,24.3,False,
1801,299,99,Expired,98.8,2025-09-06T05:04:38.159102,2025-08-27T05:04:38.159102,0.0,False,
1802,299,52,Completed,76.1,2025-08-28T05:04:38.159111,2026-08-28T05:04:38.159111,4,True,
1803,299,12,Completed,89.4,2026-04-04T05:04:38.159121,2027-04-04T05:04:38.159121,32,True,
1804,300,70,Not Started,,,,0.0,False,
1805,300,44,Completed,72.2,2026-01-17T05:04:38.159137,2027-01-17T05:04:38.159137,4,True,
1806,300,100,Not Started,,,,0.0,False,
1807,300,34,Expired,94.0,2025-09-05T05:04:38.159148,2025-08-26T05:04:38.159148,0.0,False,
1808,300,71,Not Started,,,,0.0,False,
1809,300,7,Not Started,,,,0.0,False,
1810,301,15,In Progress,,,,16.1,False,
1811,301,97,Completed,74.0,2026-03-07T05:04:38.159164,2027-03-07T05:04:38.159164,8,True,
1812,301,69,Not Started,,,,0.0,False,
1813,301,43,Not Started,,,,0.0,False,
1814,302,16,In Progress,,,,12.2,False,
1815,302,7,In Progress,,,,30.4,False,
1816,302,70,In Progress,,,,10.1,False,
1817,302,79,Not Started,,,,0.0,False,
1818,303,91,Expired,91.1,2025-07-09T05:04:38.159189,2025-06-29T05:04:38.159189,0.0,False,
1819,303,85,Completed,76.2,2025-09-27T05:04:38.159199,2026-09-27T05:04:38.159199,40,True,
1820,303,9,Not Started,,,,0.0,False,
1821,303,38,In Progress,,,,1.0,False,
1822,303,96,Completed,88.9,2026-06-14T05:04:38.159211,2027-06-14T05:04:38.159211,4,True,
1823,303,49,Expired,99.7,2026-07-19T05:04:38.159222,2026-07-09T05:04:38.159222,0.0,False,
1824,304,45,In Progress,,,,5.0,False,
1825,304,53,Completed,95.0,2025-09-30T05:04:38.159237,2026-09-30T05:04:38.159237,40,True,
1826,304,61,Expired,77.1,2026-07-27T05:04:38.159246,2026-07-17T05:04:38.159246,0.0,False,
1827,304,34,Completed,77.9,2026-05-08T05:04:38.159256,2027-05-08T05:04:38.159256,24,True,
1828,304,29,Completed,66.2,2025-11-18T05:04:38.159265,2026-11-18T05:04:38.159265,8,True,
1829,304,75,Completed,87.5,2026-04-26T05:04:38.159275,2027-04-26T05:04:38.159275,24,True,
1830,305,19,In Progress,,,,4.5,False,
1831,305,26,Expired,75.8,2025-07-11T05:04:38.159292,2025-07-01T05:04:38.159292,0.0,False,
1832,305,24,Expired,95.0,2025-06-25T05:04:38.159302,2025-06-15T05:04:38.159302,0.0,False,
1833,305,77,Completed,91.7,2025-04-22T05:04:38.159311,2026-04-22T05:04:38.159311,24,True,
1834,305,79,Completed,74.9,2026-01-02T05:04:38.159321,2027-01-02T05:04:38.159321,40,True,
1835,305,64,In Progress,,,,5.4,False,
1836,306,92,Not Started,,,,0.0,False,
1837,306,54,Expired,98.7,2026-03-27T05:04:38.159338,2026-03-17T05:04:38.159338,0.0,False,
1838,306,67,Not Started,,,,0.0,False,
1839,306,9,Expired,79.2,2025-07-19T05:04:38.159349,2025-07-09T05:04:38.159349,0.0,False,
1840,306,76,Completed,97.3,2025-12-17T05:04:38.159359,2026-12-17T05:04:38.159359,16,True,
1841,306,33,Expired,74.0,2025-06-06T05:04:38.159368,2025-05-27T05:04:38.159368,0.0,False,
1842,307,61,Expired,87.1,2026-03-20T05:04:38.159381,2026-03-10T05:04:38.159381,0.0,False,
1843,307,83,In Progress,,,,7.0,False,
1844,307,56,In Progress,,,,5.3,False,
1845,307,59,In Progress,,,,9.2,False,
1846,307,74,In Progress,,,,33.6,False,
1847,307,22,In Progress,,,,6.4,False,
1848,307,65,In Progress,,,,1.6,False,
1849,308,76,In Progress,,,,2.6,False,
1850,308,13,Expired,79.4,2026-06-29T05:04:38.159406,2026-06-19T05:04:38.159406,0.0,False,
1851,308,73,Completed,73.0,2025-11-09T05:04:38.159416,2026-11-09T05:04:38.159416,24,True,
1852,308,38,Completed,82.6,2026-07-28T05:04:38.159426,2027-07-28T05:04:38.159426,24,True,
1853,308,52,In Progress,,,,2.4,False,
